barbarian_0_x, barbarian_0_y, barbarian_1_x, barbarian_1_y, barbarian_2_x, barbarian_2_y, barbarian_3_x, barbarian_3_y, barbarian_4_x, barbarian_4_y, barbarian_5_x, barbarian_5_y, barbarian_6_x, barbarian_6_y, barbarian_7_x, barbarian_7_y, barbarian_8_x, barbarian_8_y, barbarian_9_x, barbarian_9_y, barbarian_10_x, barbarian_10_y, barbarian_11_x, barbarian_11_y, barbarian_12_x, barbarian_12_y, archer_0_x, archer_0_y, archer_1_x, archer_1_y, archer_2_x, archer_2_y, archer_3_x, archer_3_y, archer_4_x, archer_4_y, archer_5_x, archer_5_y, archer_6_x, archer_6_y, archer_7_x, archer_7_y, archer_8_x, archer_8_y, archer_9_x, archer_9_y, archer_10_x, archer_10_y, archer_11_x, archer_11_y, archer_12_x, archer_12_y, giant_0_x, giant_0_y, giant_1_x, giant_1_y, giant_2_x, giant_2_y, giant_3_x, giant_3_y, giant_4_x, giant_4_y, giant_5_x, giant_5_y, giant_6_x, giant_6_y, giant_7_x, giant_7_y, giant_8_x, giant_8_y, giant_9_x, giant_9_y
45, 7, -1, -3, -17, 43, -13, -10, 22, -16, 38, 10, 41, -8, 7, -12, 47, 37, 11, 47, 14, 45, 41, 18, 34, 0, 34, -6, 34, -12, -12, 17, 33, -10, 39, 33, 42, 45, 8, 40, 38, -11, 39, 24, -4, 18, 29, 34, 27, 43, -8, -16, 29, -5, -19, -17, 30, 47, 45, -7, 2, -2, 37, 10, -15, 46, 1, -20, -12, 11, 28, -19
-7, -7, -15, 24, -16, 7, 32, -13, 12, 47, 44, -13, -6, 34, -11, 34, 15, -5, 37, 46, -16, -9, -8, 26, 31, 30, 44, -16, -12, -10, -15, -18, 44, 11, 44, 45, -14, -2, -19, 42, -6, -5, -11, 34, -18, 33, -14, 41, 33, 14, -16, 31, 41, 42, -20, 43, 11, -8, 34, -13, -17, -19, -6, 43, 33, -9, 47, -4, 33, -19, -16, 29
-9, -20, -5, 36, -4, 38, 43, 9, 43, -20, 41, 40, 47, -13, 31, -3, -14, 36, 45, -7, -15, 31, 43, 44, 20, -20, -7, -3, 42, -8, 14, -17, -18, 29, -5, 24, -18, -2, 39, 45, 45, 1, -6, 32, 36, 44, -18, 25, 24, -7, -6, -19, 2, -3, -15, -6, 19, -20, -6, 45, -9, 42, -18, -7, 45, 7, 17, -20, 38, -3, -4, 36
-19, 39, -5, -4, -14, 29, 17, -10, 45, -9, -16, -13, 33, 4, -6, 37, 42, 23, -16, 35, 36, 43, -14, -5, 1, -17, 35, 33, -20, 5, -5, -2, 11, 47, -14, 24, -6, -20, -12, -18, -4, 10, 31, 6, 35, 34, 40, 36, 34, 31, -10, -4, -17, -7, 10, 43, -2, -13, 39, -5, -19, 4, 8, -9, 31, 37, 21, 45, -20, 15, 29, -3
18, -6, 35, -9, -17, 13, 26, -20, 45, -7, -3, 33, -16, 29, -11, 38, 35, 14, -15, 30, 2, 35, 36, 39, -11, 19, 24, 37, 38, 18, 34, 3, -19, 45, 47, 33, 29, 47, 42, -9, 47, -16, -16, 43, 45, 13, 40, -15, -4, 20, -9, -14, -8, 32, 42, -4, 36, 12, 41, -18, -11, 29, -18, 42, -8, 25, 3, -10, 38, 1, -17, 15
43, -20, 30, -13, 32, -5, 29, 27, 10, 34, 25, -16, 38, 29, 42, -8, 45, -8, -7, 36, -19, 14, -3, 6, 31, 27, -14, -6, -3, 32, -15, 41, 21, -18, 35, -8, 38, 41, 42, -9, 22, 45, 16, 36, 29, 2, -11, -20, 26, -7, -13, -2, -18, -8, -9, -8, 17, 31, 15, -9, 41, -3, -14, -14, -5, 41, -17, 44, -16, -20, 38, 23
46, -8, 0, -20, 35, -18, 44, 19, 16, 36, -2, 11, 28, -11, 38, 1, 28, 32, -17, 13, -9, 45, 26, 35, -2, -7, -20, 42, 12, -17, 4, -8, 41, -8, 47, 25, -10, -11, -9, -6, -13, 36, 31, -12, -8, -8, -9, 18, 27, -12, 0, 30, -12, 7, -11, 32, -11, -19, -17, 27, -18, -10, 37, -11, 8, 31, 8, 35, -13, 41, 32, -7
8, 45, 36, 2, -15, -11, -9, 43, -2, -5, -5, -18, 40, 25, 44, 35, -6, 36, -12, 10, -17, -7, 28, 33, 36, 28, 47, 42, -4, -16, 22, 35, -16, 36, 47, -8, -18, 47, -14, -10, 16, -2, -3, 45, 34, 40, 33, 3, 39, 25, 17, 31, -8, -9, -11, 45, 17, -9, -15, -20, -20, -16, -8, -3, 8, 42, -12, -9, 30, 37, -20, -18
8, -9, 46, 32, 23, 37, 8, 37, 37, 29, -2, 36, -8, 37, -7, 47, -4, 22, -11, -6, -4, 2, 31, 31, 38, -10, 35, 4, -7, -3, 44, 25, -12, 2, 34, -12, 30, 13, 26, 38, 32, -20, 47, -5, -19, 38, 46, 14, -14, -7, 25, -10, -16, 30, 44, 7, 45, 40, -4, 45, 47, 42, 46, 26, -4, 43, -5, -5, 36, -7, 35, 13
36, -5, -9, 25, -11, 18, 37, 25, -14, -6, 14, -7, 21, 33, -9, 11, -14, -6, 46, 0, 37, 44, 38, 22, 32, 44, -15, 19, 41, 41, -13, 33, -13, 35, -18, 35, -4, 41, 34, -14, -13, 30, 29, 16, -18, 10, 39, -3, -13, 14, -14, 13, 38, -16, 32, 35, 15, -8, 46, 17, 39, -15, -1, 36, 40, 17, 2, 38, -16, 42, -14, -14
42, 30, 9, -15, -5, 2, -20, 0, -5, 19, -19, -14, -2, -4, -20, 42, 41, 43, 1, -12, 47, 19, 31, 41, 29, -18, -18, -18, 4, -8, 8, -13, -16, 41, 15, -6, 26, -6, 24, 39, -19, -13, 0, 39, 35, -5, 15, 36, -5, 38, 35, -17, 2, -18, 29, 42, 43, 2, 34, -1, 41, 35, 18, 41, 43, 1, 46, 15, -17, 36, -6, 13
37, 8, 36, -12, 17, -11, 4, -12, -3, -10, 34, -14, 29, 42, 37, 25, 40, 34, 27, 44, 38, 34, -14, -4, 37, -17, 44, 29, 6, 38, 15, -3, 33, -1, 43, 1, 33, -13, 30, 27, 46, 34, 43, 47, -14, -10, -19, -15, -12, -17, -5, 43, -4, -17, -10, 28, 5, -6, 30, -14, 41, 13, 33, 17, 33, -13, 27, -20, 42, -8, 42, 28
-18, 34, -11, 38, 46, -8, -17, -20, 20, 43, -15, -5, 7, -20, 5, -17, 7, -15, -9, 37, 46, -3, 25, -2, -2, 30, 45, 10, 39, 6, 0, 30, -12, 35, -15, 41, -9, 2, 16, -18, 31, 16, -4, -3, 38, 28, -10, -8, -8, -17, 44, 38, 47, 22, -6, 32, 32, -16, 37, 25, 1, -10, -8, 43, 29, -11, -20, 31, -15, -3, -2, 2
26, 32, -16, 33, 22, -4, 31, 37, -4, 25, 42, -16, 8, 40, -2, 43, -19, 9, 23, -11, -12, 9, -6, 30, -7, -13, 42, 37, 33, -18, 36, 8, 45, -6, -18, -2, 46, 19, 45, 8, 46, 22, 34, 31, 29, 28, -19, 23, -14, 36, 11, 36, 39, 8, 28, 31, 41, -20, 32, 39, 45, -8, 30, -13, 40, -4, -5, -8, 36, -1, 38, 0
43, 39, 24, 36, 47, 30, 34, 28, 9, -20, -3, 47, 41, -12, 41, -19, 30, -4, -12, 45, -10, 21, 31, 46, -7, 44, 41, -17, 37, 12, 4, 44, 42, -9, 40, 20, -12, -17, 45, 42, 29, -17, -4, 27, 36, -3, -7, 15, 37, 42, -1, -18, 10, 35, -7, 21, 22, -8, 36, 36, -15, -13, -15, -5, -18, 6, -13, 39, 44, -20, -14, -17
40, 3, 13, 36, 39, 40, 32, 16, -3, 23, 11, -7, 39, -20, -13, 7, 15, -19, -3, 46, -3, -6, -19, 36, -12, -4, 38, -14, -16, 31, -7, 38, 27, -14, 0, 40, -17, -16, -6, 47, 41, -19, -9, 41, 33, 26, -5, 42, -8, 22, 41, 45, 40, -19, -18, 44, 45, 28, 23, -16, 30, 40, 26, 34, 34, 25, -12, 12, 19, 42, -13, 1
-20, 12, -18, -12, -15, -19, 22, -18, -4, 34, -3, -6, 22, 40, 1, 35, 31, 44, 32, 12, -9, -12, -16, -12, 11, 32, -15, 31, 5, 38, -16, -9, -9, -11, 18, -7, -17, -16, 47, -13, -2, 1, -19, -18, 46, -9, 39, 32, 46, 26, 44, 31, 16, 36, -18, -10, 37, 44, 38, 29, -6, -3, 39, 43, 32, -3, -19, -19, 41, -3, 47, -9
-18, 44, 3, 34, 40, -4, 38, 40, -15, 1, -8, 36, 26, 32, -16, 4, 37, -19, -6, 36, -7, 40, 47, 38, -4, 35, -8, 23, 37, 28, 25, 40, 12, -19, 44, -8, 33, -7, -20, 34, 19, 46, -18, -5, -3, -1, -8, 37, 15, 29, -20, -6, 34, 40, 37, 24, 38, 34, -12, -17, -16, 40, -8, -12, 37, 16, 33, 30, -18, 43, 15, 34
-10, -2, 11, 42, -12, 21, 4, 29, -19, -1, -15, 44, 46, 39, 11, 39, 47, -4, -16, 27, 44, -13, 40, 3, 25, -3, 18, -9, 13, 33, -20, 3, -15, -13, 29, 30, 17, -15, 40, 29, 42, 17, -19, -13, -5, 21, 41, -18, -7, -4, 41, -13, 35, 19, 37, 10, 37, -2, 2, -3, -5, 43, 25, 31, 10, 39, 31, 31, 40, -16, -2, 25
36, -6, 15, 46, -2, -5, 39, 31, 41, 30, -12, 9, 31, -15, 22, -6, 4, 31, 8, -16, -11, 43, 37, 27, 40, -16, -1, -6, 36, -5, -5, 37, 37, 18, 6, 40, -6, 47, 46, -2, -5, 36, -10, 36, -10, -6, 37, 36, 32, -13, 30, 40, 11, 34, -3, 33, 3, 39, 34, -7, 35, -18, -11, 22, 34, 17, -9, -13, -18, -11, -15, 40
32, 31, 8, -18, 24, 37, -10, 16, -18, -20, 6, -4, -15, 31, 32, -7, 13, 29, 47, -7, -12, -14, -5, 36, -3, -20, 46, -16, 20, 46, 0, 29, -3, -10, 31, 20, -5, -19, -15, 23, -4, 21, 41, 32, 41, -10, 46, 35, 31, 46, -12, -16, 38, -11, 43, -10, -17, -10, 47, 30, -11, -9, 42, 36, -16, 20, 29, 47, 14, 38, 29, 44
-15, 6, -17, 43, -14, 25, -4, -4, 27, 30, -15, 0, -12, 3, 3, -7, 30, -6, -8, -14, 42, 41, 36, 47, -11, 33, -11, 41, 20, 30, 39, 38, -2, 15, 29, 36, 34, 9, -19, -2, 8, -11, 47, 32, -19, 5, -3, 24, 46, -6, 47, 13, 38, 16, 25, 41, -18, 41, 32, 41, -18, -15, -10, 8, 31, 15, -3, 34, 47, 25, -17, 38
24, 35, 43, 6, 44, -14, -5, -15, -5, -10, -12, -2, 46, 12, -18, -15, 26, 33, 34, -7, 9, -5, -10, -8, 16, 29, 13, -5, -4, 15, 45, 39, -14, 2, 46, -15, 38, 10, -17, 35, -20, -7, 44, 24, 36, -9, 30, 47, -6, -20, 27, 29, 47, 39, -6, 39, 27, 46, 38, -12, -12, 47, 40, -10, 39, -12, 37, -4, 34, 44, -5, -7
-13, -6, -19, 3, -15, -19, 44, 43, -8, -5, -17, 42, -13, -4, 3, 34, -18, -9, -1, -12, 6, -11, -16, 29, 0, 44, 41, 47, -4, 20, 37, 6, 28, 39, -3, 15, -5, -6, -17, 44, 31, 16, -14, -17, 17, 40, -6, 33, 29, 1, -2, -7, 11, -14, 41, 32, -12, 44, 46, 47, -19, -16, 45, 35, -14, -15, 21, 34, -11, 41, 0, 38
6, -12, -20, 22, 32, -10, -16, 35, -8, 33, -19, 33, -4, -17, -20, -19, -3, -19, 4, 34, 23, -20, 38, 33, -9, 35, 46, 3, 0, 40, 20, 46, 30, 33, 38, -19, -12, -11, 6, 33, -20, -6, -2, -2, -11, -9, 33, -3, 33, -4, 32, -13, -2, 11, -6, 36, 15, 44, -2, -6, -5, 21, 39, 37, 7, 34, 41, 39, -19, -9, -2, 40
35, 44, -11, 22, 7, 35, 14, -16, 33, -19, -6, 33, 46, -2, -5, 45, 15, 40, 29, 16, 33, 22, 25, -17, 47, 5, -8, -20, -4, -8, 32, 3, 43, 3, 38, 12, -3, 33, -6, 17, -11, -12, -11, 14, 38, 24, -4, 29, 39, -17, 35, 38, -20, 20, -20, -1, 46, 44, 43, 31, 24, -13, -18, -14, -8, 29, 43, -4, 43, -8, 19, 40
14, -2, -17, 46, 33, 28, -16, 18, 22, 29, -19, 41, -9, 33, 37, 14, 32, -7, -10, -5, 43, 34, 45, 2, -9, -19, 33, 2, -2, -20, -5, 36, -10, 31, 5, -9, 13, 33, 1, -11, 46, 25, 43, 33, 24, 39, 46, 39, -13, 39, -4, 19, 41, -4, -6, 35, -16, 9, 36, 31, 5, 41, -11, 28, -4, 29, 31, -8, 24, 40, -7, 33
24, -13, 47, 0, -13, 8, -5, 35, 1, 46, 17, -17, -3, 47, -2, 44, -2, 47, -1, 38, 45, 29, 42, 27, 27, -20, -6, 47, -20, 42, -11, 27, -8, 21, 37, -7, -19, 43, 46, -9, 37, 9, 27, -2, 46, 35, -18, -11, 41, 42, -8, 41, -14, 39, 39, -20, 12, 32, 41, -12, 10, -6, 39, -2, 9, 40, 16, -3, -15, 44, -18, 35
18, 42, -8, 43, -9, -13, -17, 9, 20, 32, -10, -2, -15, -13, 8, 35, -10, 14, -18, -16, -16, 46, -20, 4, -1, 41, -5, 17, 30, 31, 36, 39, -19, 12, 27, 45, -5, -18, -7, 30, 30, 5, 35, -19, 14, -7, -6, 43, -2, 45, 38, -18, 47, 7, -16, -3, 44, 42, 29, 45, -20, -19, -5, 43, -6, 41, 30, -10, 36, 40, -3, -18
32, 47, 27, -15, 42, 7, -19, -9, -7, 18, 40, 6, -1, -2, 46, 5, 37, 44, 39, -9, -18, -6, 26, 47, 20, -13, -7, -8, 5, -7, 30, 43, 46, 44, 7, 32, 45, -19, 11, -19, -12, -14, 32, 46, 19, 36, 34, -4, -15, -4, 32, -8, 36, -11, 28, -13, -17, 39, 37, -7, 29, -1, -17, -18, 33, 5, 13, -11, 40, -5, 11, 46
-13, -9, -3, 33, 45, 10, 28, 30, -10, 41, -20, 44, -9, -13, -17, -11, 33, 4, -18, 41, 29, 29, -14, -18, 33, 39, -20, -18, 31, -15, 45, -6, 35, 18, 41, -13, 29, 17, -10, -7, 35, -16, 43, 38, 42, 12, 31, 23, 47, -17, -1, -15, -3, -15, 38, 8, 41, 46, 1, -10, 25, -4, -15, 12, 37, 39, 35, 40, 45, 34, 16, -19
12, -15, -4, 44, 15, -12, 11, -19, 5, 36, -11, 7, 20, 40, 11, 31, 34, 31, 43, 42, 34, 37, -3, -18, 12, -10, 44, -10, 31, 16, -15, -16, 15, -12, 43, 15, -16, -10, -20, 14, -18, 12, 21, 34, 23, -12, 46, 27, 25, 34, -5, 27, -7, 6, -18, -19, 47, -2, 42, 33, -7, 45, -18, -5, 43, -6, 42, -15, -6, 30, -12, 23
35, 25, 32, -5, -13, 10, 14, -8, 43, -1, 34, -3, -9, -16, 35, 42, 33, 36, 45, -9, -11, 24, 41, -15, -4, 36, -7, -9, 24, -5, 8, -13, -9, 0, 31, 30, -19, 21, 13, 44, -9, 1, -16, -10, 18, 29, -13, 26, -2, 6, 34, -5, -13, -5, 40, 22, 34, 35, -8, -20, 47, 30, 39, 3, 36, -20, 4, -18, -3, 6, 36, 26
5, 42, 38, -5, -16, -3, 43, 5, -4, 26, 6, 35, -18, 37, 27, 41, 14, 43, -6, 38, 13, -17, 34, -17, -20, 46, 43, 31, -8, 22, -15, -13, 25, -18, 42, -11, 30, 47, -9, -15, 11, 34, 29, -12, -20, 17, -8, 31, 44, 43, -10, -18, -11, -13, 31, 46, -5, -18, -4, 0, -4, 32, 3, -19, 35, -20, -5, 5, -10, 1, 36, -3
-20, 37, 6, 39, -18, 14, 2, -4, -4, 1, 19, 30, -10, 40, 30, 7, -20, 6, -11, 45, 15, -6, 41, -5, -17, 37, -7, -7, 43, 33, 31, 23, 26, -8, -7, 29, 40, 15, 11, 39, 3, -5, 13, 33, 47, 32, 40, 17, -20, -15, 2, 38, -8, -16, -6, 35, -13, 36, 10, -10, -19, -16, -10, 30, 21, -5, 42, 35, -11, -10, -19, -13
-20, 39, 46, -8, 9, 38, -11, -8, -10, -17, 21, 40, 18, -12, -2, -16, 43, 42, -9, 5, -5, 20, 6, -12, 11, -19, 32, 41, -10, 13, -4, -17, -5, 37, -12, 32, 0, -18, 19, -19, -9, 35, 47, 38, 45, 47, 19, -12, 46, 40, 38, 43, 32, 40, -9, -19, -15, 35, -18, 5, 8, 33, 36, -11, -2, -1, 28, 39, 36, 26, 40, 42
36, -10, -3, 24, 24, -9, 37, 46, 38, -14, 33, 45, -9, -9, 32, 7, 10, -20, 39, 17, -5, 4, 25, -11, 47, -10, -12, 11, -14, 20, 44, -7, 44, 24, 16, -14, 42, 26, -16, -11, 18, 47, -8, 21, -16, 38, 32, 21, -18, -12, -17, 39, 27, 45, 27, -6, 7, 45, -6, 40, -17, 45, 31, 32, 11, -13, 24, 43, 33, -7, -14, -7
14, -11, -18, 12, -5, -8, 6, -4, 42, 46, 5, -18, 29, -20, 39, 15, -14, 1, 38, -12, 36, 39, 46, 38, 40, -19, 15, -19, -10, -15, -11, -16, -20, 12, 40, 27, 34, 15, 10, -3, 28, 35, 40, 1, 34, -3, 28, 46, -20, -20, 0, 43, -14, 5, 14, -18, -11, 35, 34, 31, -13, 1, 6, -8, 9, -4, -13, 45, 6, 41, 43, 21
9, -7, 14, -6, 25, -5, 47, -17, 8, 35, 47, -17, 20, 34, 40, 43, -19, -3, 40, 18, 13, -2, -5, 12, 33, -6, 36, 42, 13, -4, 41, -15, -2, -12, 43, -2, 42, -7, -8, 29, -9, 37, -6, 34, 3, -5, -18, 4, 44, 37, 43, 44, 43, 46, 47, 41, 8, -19, -16, -19, 34, 47, -17, -20, 38, 26, 24, -14, 42, 19, -16, 36
-11, -8, 42, -16, 36, 3, 31, 36, -19, 16, -9, 42, 3, -9, -5, 46, 37, 28, -2, 34, -17, -7, -13, 6, 33, 2, -12, 9, -11, 42, 45, -13, -17, 30, -6, 38, -6, -20, -16, 9, -20, 18, -3, 4, -4, 32, -13, -10, -14, 46, 30, 44, -7, 34, 31, -18, 23, 43, -17, 43, 20, -12, 27, -10, -12, 17, 4, -17, -20, 21, -16, 31
-1, 42, -16, 28, 11, 29, 30, -4, -17, -15, -12, 34, -14, -18, -12, 33, -11, 32, -2, -10, -7, 15, 2, -18, 34, 39, 30, 44, -13, -2, 43, -16, 38, 38, -10, 23, 14, 33, -12, -11, -12, -2, 0, 36, 9, 34, 30, 23, -4, 24, 43, 41, 36, 40, -10, 36, 20, 39, 42, 33, 39, 6, 15, -19, 43, 21, 46, 17, 2, 32, -12, 46
46, -14, 21, -20, 44, -6, -6, 45, 43, 47, -6, -7, 38, -2, 32, 15, -9, -18, 40, -5, 33, -19, 30, -5, 31, 12, -8, 27, 43, -13, -4, -7, 6, 29, -20, 40, -13, -10, -8, 35, -6, -2, 37, 46, 46, 28, -1, -10, -19, 38, -5, 31, -7, -19, 29, 4, 17, 42, -18, 37, -9, 26, 42, 10, -20, 44, 18, 44, 46, -11, 38, 6
42, 27, -5, 47, 30, -18, -16, 41, -8, 34, -4, -10, -13, 29, -14, 9, -10, 24, -1, 46, -18, 41, -11, 27, -18, -4, 41, 11, 14, -16, 43, 17, -4, 21, -8, 39, -12, 0, 42, -7, 37, 15, -19, 25, 33, -4, -2, 40, 33, 2, -4, 38, 6, -13, 42, 24, -18, -11, 2, 43, 47, 12, 35, -2, -11, 16, 14, 32, 41, 23, 31, 30
44, 21, 17, -4, 36, 21, -6, 40, -9, 47, -4, 15, -11, 31, 20, 30, 33, 40, -13, -16, -2, 7, -13, 0, 38, -5, -8, 34, 19, -18, 44, 42, -2, -2, 36, 47, 20, -19, -10, -1, 38, -16, 17, 33, -15, 4, 19, -19, 46, 32, -5, 40, 32, 47, 12, 36, -5, -4, 22, 42, -20, -12, 21, -18, -15, 13, -10, 44, 22, 44, -10, 44
32, 39, 11, 29, -12, 41, 21, -20, 39, 22, 8, 35, -11, 9, 15, -12, 24, 35, 39, 42, -3, 46, 45, -4, 0, -12, 47, 37, 1, -17, 33, 26, 42, -3, 47, 41, -13, 15, 33, 43, -5, 43, -3, -3, 2, 31, 32, -12, 47, -16, -6, 6, 42, -7, -10, 41, 36, 15, 42, 41, 7, 41, -9, 2, 32, -8, -15, -13, 42, 43, 39, 41
-4, 34, 38, 15, -20, 0, -9, 14, 29, -3, -9, -20, -8, 0, 19, 36, 41, 19, -6, -9, 24, 31, -3, 4, 30, -12, -3, -10, -10, 12, 6, -4, -7, 37, -2, -7, 33, 47, 38, -16, -7, 22, -18, 1, 42, 32, 47, -8, 29, 16, -20, -9, -2, 7, 47, 40, 36, 42, 38, -14, 47, -19, 0, -2, 47, 25, 36, -9, -2, 43, 31, 40
43, -14, 41, 30, -2, -17, -18, 44, 34, -2, 44, 32, 29, 46, -15, 25, -4, -12, 29, 35, 43, 36, 36, 14, 36, -18, 40, 22, 44, -20, -7, -19, -9, -12, 35, -10, -5, -5, 47, 32, -16, 42, -16, -8, 31, 39, -3, 43, -13, 5, -12, -16, -15, 33, -18, 21, -11, -6, 1, -7, -4, 16, 32, -12, -15, -14, -20, -5, 38, 38, 18, -17
-13, -14, 32, 22, -20, 46, 38, 41, -4, 47, 4, 41, 10, 42, 32, 33, -20, 8, -5, 37, 25, -20, 28, 31, -10, 39, 17, -3, 36, -5, 12, -10, 36, 34, 11, -7, 45, 45, -19, 41, -13, -5, 23, 38, -16, -18, 45, 3, 47, -18, -4, 44, 31, 46, -7, -12, 4, 42, 41, 13, 36, -20, 30, 42, 23, 31, 10, -11, -6, 20, -10, 4
17, 39, 10, -6, -13, 18, 32, 40, 13, 41, 21, -16, 44, 0, 31, 28, 35, 31, -16, -8, -18, 8, -19, 38, 42, 39, 8, -8, 46, 6, 40, 15, 13, -12, 33, 1, -19, 39, -13, -9, -6, -7, -2, 18, 42, 23, -17, -2, -17, -19, 9, -13, 31, 10, 43, -18, 14, -19, 43, -13, -4, -16, 32, 8, -12, 21, 31, 37, -20, -16, 29, 45
35, 20, 41, -9, 0, 45, 40, 35, -18, -6, 4, -11, 42, -19, 20, -16, 45, 18, 8, -2, 42, 37, -8, 23, 40, 37, -20, 30, -7, 29, 29, 24, -16, 44, -19, 25, -12, 29, 2, -16, 1, -5, 38, 7, 31, 29, 22, 36, 46, 22, -18, 30, -6, 38, 43, 12, 41, 44, -13, 24, 0, -10, -11, 47, -18, 31, -15, 45, -6, 25, 47, 25
26, 44, -11, 43, 25, -11, 41, -8, -2, 8, -2, 30, -2, 38, -6, -7, 44, 5, -4, -4, 14, 38, 3, 38, 21, -5, 1, -11, 46, 21, -11, 27, 29, -11, 46, 30, 35, 34, -4, -6, 41, 1, 8, 41, -18, -12, 47, -7, 29, 2, -2, 41, 26, -10, 40, -2, 43, -9, 2, 43, -3, -7, 18, 32, 31, -12, -2, 32, -14, 7, -14, 21
30, -8, -11, 36, 45, -5, -16, 25, -4, 23, 3, 31, -20, 15, 13, -9, -20, 23, 36, 38, -11, -16, -2, 34, 8, 38, 30, 23, 34, 20, 40, -15, 31, 29, 29, 39, 34, -11, 32, 41, -16, 10, 40, -16, -13, -11, 44, 29, -15, 14, 41, 9, 44, 24, 1, -8, 39, 2, 1, 34, -12, -11, 26, 39, 23, 37, -9, -7, 17, -14, 21, -5
-12, 32, 36, -2, -6, 36, 32, 46, 38, -13, -14, 44, -10, -12, -13, 31, 42, -2, -2, 34, 23, -19, -16, 32, -3, 32, 47, -1, 4, 45, -9, 33, 15, 38, 34, 38, -2, 33, -1, 35, -16, -20, 34, 16, 38, -8, -8, 34, -9, -20, -6, 36, -17, 6, 29, -14, -13, 44, -7, -20, 21, -16, -20, 40, -13, 7, 37, 36, -12, 11, -10, 3
41, 4, 40, -13, -8, 38, 39, -5, -9, -10, 4, 33, 21, -12, -10, 44, -8, 42, 46, -19, 44, 26, -9, 45, -7, 33, 26, -20, -17, 38, 25, -4, 31, 39, 32, 29, -9, 30, 2, -5, -12, 30, -13, 16, 30, -17, 43, 41, 31, 33, 39, 23, -10, 45, 34, 40, 47, 10, -13, 3, 29, 45, 39, -2, 36, -16, 33, 19, -11, -10, 29, 33
32, -11, -20, -15, 41, 3, -8, 16, 22, 40, -2, -10, -20, 10, 39, -5, -13, 35, -14, -15, -8, 9, 7, -3, 29, -15, 38, -7, 41, 42, 35, 29, -20, -18, 47, 29, 0, -4, -18, -9, 8, -12, 42, -5, 31, -14, -20, 40, 19, 47, 13, -3, 39, 33, 32, 44, -10, 41, -20, -3, -19, 13, -5, -5, 29, 43, -4, -4, -5, 40, -15, 30
0, -13, 32, 38, 33, 3, 33, 40, 13, 44, 14, -4, 43, -16, -14, 47, 15, 37, -7, 21, 33, 46, 32, -7, 3, -9, -19, -4, -16, 40, 2, -8, 12, -19, 28, 37, -14, 4, 25, -19, 33, 17, 6, -18, 34, 32, 31, -5, -5, 31, 31, 31, 8, 40, -6, -13, 41, -17, -14, 29, -17, -18, -16, 7, -13, 19, 47, 18, 21, -14, 38, -1
46, 42, 38, 42, 38, 18, 1, 46, -12, -12, 38, 43, -9, 0, 43, 40, 0, -12, 31, 2, 41, -8, -4, 27, -18, -1, 26, 42, -15, -10, 1, -18, 38, -13, 11, -8, 30, 24, -10, 42, -7, -14, 41, 41, 40, -12, -19, 40, 35, 10, 3, 45, 22, 44, 32, -6, 1, 36, 18, 34, 47, -10, 43, -17, -6, 22, -15, -7, 32, -18, 8, -7
-7, 46, -14, 14, -10, 43, 41, 14, -6, 44, 36, -10, 11, -3, -15, -16, -5, -8, 29, 28, -20, -4, 43, 36, 33, 37, 41, -1, -10, 36, 34, 36, 10, -8, -1, 40, 47, -2, -5, 33, 39, -16, -8, -8, -11, 29, 35, 28, -13, 23, -9, 29, -13, 9, 9, -10, -1, -14, -6, 10, -11, 10, 44, 18, -4, 43, 19, 43, 42, 38, 21, -3
15, -17, 14, 31, 47, 3, -20, 20, 12, -16, -17, -4, 46, -4, 28, -4, -16, 17, -13, 18, 33, -8, 28, -5, -15, 35, -8, 44, 12, -19, -18, -2, 17, 39, -3, 21, -7, -13, -16, -4, 10, 29, 26, 41, 14, -7, -18, -19, -10, 44, -9, 43, 46, 29, 33, -2, -12, 47, 37, 46, 33, 42, 47, 35, 46, 0, -18, -9, 36, -9, -5, 33
38, -16, 23, 44, 36, 38, 21, -19, 6, -11, 17, -10, 29, 18, -10, 29, -9, 33, 2, -13, 45, 38, 9, -13, -19, -11, 29, 19, 43, 42, -5, 42, 31, 47, -13, 34, 31, 42, 12, 47, 5, -17, -18, -19, -19, -15, 21, 31, -10, 18, 36, -18, -6, 26, 45, -19, -14, 13, -20, 8, 41, 47, -2, 25, -7, 16, -5, -5, -3, -6, -14, 34
39, 2, 43, 10, 9, -18, 28, 35, 38, -18, -2, 22, 19, -16, -13, 36, 47, -14, -14, 12, -3, 22, 28, 43, 32, 43, 47, -10, 3, 41, -6, 32, -15, 30, -7, 39, 41, -5, -4, 6, 47, 45, -5, 34, 29, 33, 43, 43, 37, -2, 37, 0, 43, -12, -20, 25, 37, -2, -4, 25, 18, 35, 40, 29, -16, 0, 1, -8, -15, 45, 24, 42
34, 3, -16, 29, 5, 29, -4, 12, 31, 32, -16, -16, -6, 30, -7, -16, -16, -11, -1, -11, 42, 42, 41, 39, 38, 15, -9, 21, 36, 12, 35, 14, -12, 31, 6, -4, -1, 37, 38, 37, 4, 29, -2, -15, 40, 20, -19, -6, 19, 36, -9, -18, -17, -5, 29, -13, 32, -13, 37, 33, -18, 9, -10, 36, 46, 38, -14, -13, -6, -17, 31, -13
