barbarian_0_x,barbarian_0_y,barbarian_1_x,barbarian_1_y,barbarian_2_x,barbarian_2_y,barbarian_3_x,barbarian_3_y,barbarian_4_x,barbarian_4_y,barbarian_5_x,barbarian_5_y,barbarian_6_x,barbarian_6_y,barbarian_7_x,barbarian_7_y,barbarian_8_x,barbarian_8_y,barbarian_9_x,barbarian_9_y,barbarian_10_x,barbarian_10_y,barbarian_11_x,barbarian_11_y,barbarian_12_x,barbarian_12_y,archer_0_x,archer_0_y,archer_1_x,archer_1_y,archer_2_x,archer_2_y,archer_3_x,archer_3_y,archer_4_x,archer_4_y,archer_5_x,archer_5_y,archer_6_x,archer_6_y,archer_7_x,archer_7_y,archer_8_x,archer_8_y,archer_9_x,archer_9_y,archer_10_x,archer_10_y,archer_11_x,archer_11_y,archer_12_x,archer_12_y,giant_0_x,giant_0_y,giant_1_x,giant_1_y,giant_2_x,giant_2_y,giant_3_x,giant_3_y,giant_4_x,giant_4_y
40,34,-15,1,33,36,-3,18,-10,42,37,13,20,45,41,-2,-13,4,49,33,5,48,36,-11,22,-3,-5,-18,34,16,38,-3,-1,14,-10,36,23,-15,24,35,2,-3,37,12,-9,16,36,-18,31,12,48,38,-12,-11,27,-18,45,41,49,23,32,13
48,43,20,-2,11,-17,-6,25,38,-15,30,-2,-15,46,48,37,45,48,21,35,34,-14,-5,-4,43,6,45,28,39,49,-19,-10,2,36,-14,8,-9,-3,23,41,49,4,44,-16,-4,15,37,8,-6,30,-8,-6,35,-14,41,-4,37,22,19,-14,48,31
36,9,2,37,30,32,-16,23,46,27,6,-16,-19,28,27,38,20,-12,-13,10,-7,9,38,8,16,44,46,-15,45,18,33,31,21,44,-16,-5,40,15,41,-6,41,39,-3,-5,45,47,-14,-13,11,-10,0,-12,-8,39,20,44,10,-18,7,48,8,42
46,-6,-7,-5,8,-2,16,-15,24,38,37,49,2,-4,36,0,28,38,-10,49,40,11,-13,20,-9,-9,43,33,36,45,-6,-5,32,8,-10,45,-17,10,15,-10,-2,-10,-4,14,-12,7,25,47,26,-9,-12,-2,46,33,-18,2,0,39,37,8,42,22
46,0,-10,6,34,-1,9,-19,43,-16,-6,47,43,1,-16,37,1,-7,-19,23,-2,49,3,40,-5,0,48,-2,35,45,13,-9,-19,49,23,44,-14,-17,17,34,29,-5,-17,8,-14,12,23,-9,47,-9,41,13,30,42,-3,-1,-6,29,35,-8,0,42
47,-18,27,-17,12,-1,5,46,13,42,-1,44,31,3,-11,-2,-3,42,28,-10,12,35,-2,12,48,25,35,10,-15,48,43,44,47,26,18,36,31,46,-6,-17,-11,29,-2,35,10,48,9,-7,0,41,-12,40,4,41,31,16,-1,-6,2,32,31,-4
-13,40,7,-9,22,-8,28,-6,17,35,1,-17,42,39,-16,15,46,47,26,31,-18,22,45,14,-17,12,-6,22,-14,19,48,47,48,49,47,14,48,33,-13,-12,17,-16,-3,10,-12,44,-16,48,-1,45,31,-2,32,-6,39,30,47,29,-16,31,40,-15
-7,-5,36,10,-7,-12,27,-6,-9,44,49,22,40,24,45,32,14,47,-6,-18,43,11,18,-11,35,14,-15,1,34,34,6,-11,27,-10,13,-7,34,18,-19,-2,24,-8,-15,4,-5,17,-14,-8,45,7,-1,17,-9,42,1,39,42,4,38,1,6,33
-15,28,28,-5,49,24,-17,31,19,40,4,-16,-11,21,18,-6,-14,20,40,7,-6,40,15,32,43,-15,-2,-13,27,-14,-10,13,26,-16,44,-4,-11,-16,13,37,32,0,37,9,38,-5,41,24,27,-6,2,-2,2,47,-19,-18,41,32,33,43,5,38
-12,40,13,45,-5,36,-9,-3,-6,24,34,22,-5,16,41,31,-2,38,10,33,6,-6,-14,-17,-1,-3,-16,11,46,-14,27,42,37,36,49,44,35,23,16,-9,-18,0,-19,26,19,-6,39,7,-1,-14,12,33,33,28,-19,15,19,32,-11,-13,49,-7
35,8,43,-9,37,-1,39,25,14,-4,-6,16,6,-14,-1,1,45,30,-9,42,-9,48,3,-4,38,26,14,46,46,47,-16,2,37,31,48,-13,10,32,-16,45,31,43,29,-16,-7,22,32,-3,-19,-13,11,45,0,-5,-19,-14,-15,7,35,-19,26,43
48,-5,-19,41,-8,34,47,44,-5,42,-2,24,38,10,-10,-16,42,-12,46,30,41,13,14,-18,-2,20,31,23,13,42,36,28,26,-4,34,-4,-14,27,44,-14,7,-16,33,4,-12,0,-14,7,35,16,7,-8,9,38,14,44,40,11,1,-12,-8,1
-13,-17,-15,1,29,48,25,-3,41,24,36,24,36,47,15,37,32,-14,-9,19,-14,-5,-13,22,12,-19,12,-2,-7,-16,-5,-14,-14,37,10,37,23,36,32,39,15,-15,31,7,24,46,44,17,49,36,-1,19,43,19,-13,39,-14,19,15,32,37,21
31,29,-17,36,42,8,-1,19,5,-10,21,-5,-2,-16,29,-19,-5,-10,48,40,29,45,22,44,2,40,45,3,7,-17,26,36,12,41,31,-9,5,39,24,-4,-9,27,-14,4,-8,10,-18,17,-1,31,-15,7,29,37,-2,20,20,46,-7,-4,-18,45
43,27,-18,11,-12,20,-13,-13,14,44,44,4,15,47,31,49,-19,25,-17,34,45,-19,-10,8,45,13,28,47,31,-14,1,35,9,-11,34,13,29,45,36,18,-11,20,43,-12,43,4,18,31,31,25,-10,-12,-11,33,13,49,38,12,37,6,48,2
10,-4,47,15,47,-12,3,-9,-2,42,8,-14,48,-7,45,-1,38,29,41,27,-18,26,-11,0,25,36,33,29,27,40,33,-13,37,48,9,43,-18,7,-1,-10,8,36,39,-14,41,-2,16,40,-3,15,-4,27,44,23,30,-2,19,-16,14,49,46,1
-18,34,7,-8,-2,-12,-8,1,36,23,23,-12,10,33,-16,47,-15,-3,5,49,14,37,-8,28,-17,-1,38,-11,-17,-1,9,-9,44,45,8,31,-2,-2,44,-15,34,0,4,-3,32,17,-16,2,13,-6,-10,32,31,19,41,44,32,5,42,-3,2,-11
42,11,19,-4,-6,48,31,-2,-2,-4,19,-5,9,45,46,10,41,14,4,-1,23,48,37,-9,45,41,27,40,38,34,-10,48,14,-6,-13,17,30,-4,38,-19,-4,23,-13,6,-13,10,-6,23,27,32,27,47,-18,-1,34,21,-16,40,-3,38,16,-4
13,36,17,43,44,33,-19,3,26,34,31,-2,36,-15,-14,43,30,46,7,-7,-1,29,8,-11,38,-16,35,35,9,-9,42,-9,39,36,3,34,9,39,13,-15,36,27,-7,38,-13,36,41,33,24,-4,8,-8,18,-18,-18,18,-8,-16,19,35,30,-17
48,8,41,-11,48,47,-12,49,33,-8,17,40,31,22,35,24,24,-5,48,36,42,24,31,32,23,41,31,4,47,36,8,-1,42,14,45,41,48,-5,-2,29,43,-8,-10,-9,41,48,-15,-3,-11,8,32,-18,-12,46,27,35,26,40,27,-4,49,35
43,31,6,-15,-13,3,47,17,37,46,35,18,31,20,14,-16,-19,14,2,-15,28,45,-12,-7,33,8,2,-19,-4,5,21,-11,-15,-13,-4,32,28,41,13,38,10,42,41,8,45,-17,-10,45,46,35,-7,-17,46,13,46,3,-9,-1,43,30,40,-11
-1,17,30,-18,-17,14,26,42,-17,18,35,-18,-16,11,38,3,-4,26,-12,11,-15,30,-4,-16,-8,45,-6,-13,33,31,47,6,-16,-12,39,15,3,40,-3,-19,-9,16,49,33,-15,27,-14,25,-12,20,-4,-7,-1,18,-5,39,-14,30,-14,42,19,-7
35,7,-6,8,36,-17,-15,8,18,43,22,41,-12,-4,38,-3,14,-16,49,-14,40,6,9,-1,24,-8,-15,21,46,44,29,38,46,39,48,18,-7,24,41,-19,-3,37,-13,40,48,6,34,44,10,32,49,-10,-19,16,45,-13,37,-5,-14,11,-12,8
18,-18,-19,42,16,33,24,46,35,-19,-17,40,4,38,4,-16,-8,35,-16,-14,32,34,14,42,33,34,24,-1,1,-2,25,49,-17,17,37,11,28,-2,47,14,37,-6,-15,-11,31,33,-19,36,23,-3,6,34,-8,2,38,30,5,41,35,4,38,-8
0,-15,-15,40,37,0,-17,-10,31,-5,7,46,-17,-13,-10,-11,2,41,-8,9,-12,20,41,31,15,-4,37,42,24,-19,-7,45,49,18,-14,-2,42,12,49,9,30,-8,-7,-5,23,-18,1,38,-3,-9,41,12,11,37,-13,39,35,-14,0,44,-3,22
46,30,48,9,15,-8,16,-16,-17,20,-7,-17,21,-7,32,-14,39,9,-17,-9,-15,26,44,1,36,6,15,34,46,-6,18,-14,29,46,-18,12,-11,4,43,-13,35,-19,-18,39,-7,11,-15,5,40,49,-11,49,38,-4,3,-15,31,40,12,48,12,-4
39,-18,26,-11,-3,-2,-3,4,-16,0,-13,4,37,13,38,20,-2,19,35,23,-3,42,-3,34,25,-18,-6,25,17,-11,-19,15,10,46,-17,49,-8,2,-5,27,28,35,32,49,-10,31,-19,6,1,-16,-8,9,41,18,37,-12,32,-9,-12,34,-14,-16
45,31,49,42,-3,-2,-5,8,-17,46,3,-10,-12,-7,-8,-10,-3,-18,44,2,49,35,-16,4,10,43,8,-10,28,-8,48,28,-14,6,7,35,32,6,40,37,-1,-16,38,34,-13,-8,22,-18,-12,36,48,12,42,13,45,9,-17,-5,43,24,34,10
-11,0,-14,45,-10,-1,15,-14,34,-7,24,36,-18,45,-17,42,29,-9,-11,11,40,44,45,31,44,6,-18,44,15,-3,31,28,42,10,-3,3,-17,-8,1,45,-6,31,-1,15,0,44,7,33,-8,-10,-5,-1,25,49,39,42,19,-7,33,32,3,42
6,49,47,37,41,13,-18,21,48,0,-10,44,45,32,-14,-11,-5,49,15,-9,43,4,-7,-1,43,21,27,39,-6,9,45,7,48,35,-13,-7,-6,4,37,1,16,-17,38,-5,30,46,34,37,22,-3,32,21,13,38,1,-11,-7,13,41,-18,23,36
